date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
2021-01-12,Alabama,78134.0,377025.0,70861.0,0.15,1.59,7270.0,1.45,7.69,,,,0.207
2021-01-13,Alabama,84040.0,378975.0,74792.0,0.19,1.71,9245.0,1.53,7.73,5906.0,5906.0,1205.0,0.222
2021-01-14,Alabama,92300.0,435350.0,80480.0,,1.88,,1.64,8.88,8260.0,7083.0,1445.0,0.212
2021-01-15,Alabama,100567.0,444650.0,86956.0,0.28,2.05,13488.0,1.77,9.07,8267.0,7478.0,1525.0,0.226
2021-01-16,Alabama,,,,,,,,,7557.0,7498.0,1529.0,
2021-01-17,Alabama,,,,,,,,,7557.0,7509.0,1531.0,
2021-01-18,Alabama,,,,,,,,,7557.0,7517.0,1533.0,
2021-01-19,Alabama,130795.0,444650.0,114319.0,0.33,2.67,16346.0,2.33,9.07,7557.0,7523.0,1534.0,0.294
2021-01-20,Alabama,139200.0,483275.0,121113.0,0.37,2.84,17956.0,2.47,9.86,8405.0,7880.0,1607.0,0.288
2021-01-21,Alabama,165919.0,493125.0,144429.0,0.44,3.38,21345.0,2.95,10.06,26719.0,10517.0,2145.0,0.336
2021-01-22,Alabama,199314.0,519525.0,174317.0,0.51,4.06,24840.0,3.56,10.6,33395.0,14107.0,2877.0,0.384
2021-01-23,Alabama,221540.0,521225.0,193955.0,0.56,4.52,27422.0,3.96,10.63,22226.0,16202.0,3304.0,0.425
2021-01-24,Alabama,243737.0,521225.0,213833.0,0.61,4.97,29736.0,4.36,10.63,22197.0,18294.0,3731.0,0.468
2021-01-25,Alabama,250612.0,521225.0,220464.0,0.61,5.11,29978.0,4.5,10.63,6875.0,18196.0,3711.0,0.481
2021-01-26,Alabama,254959.0,569000.0,223854.0,0.63,5.2,30933.0,4.57,11.6,4347.0,17738.0,3618.0,0.448
2021-01-27,Alabama,266444.0,634000.0,232633.0,0.69,5.43,33595.0,4.74,12.93,11485.0,18178.0,3707.0,0.42
2021-01-28,Alabama,278993.0,655275.0,241337.0,0.76,5.69,37431.0,4.92,13.36,12549.0,16153.0,3294.0,0.426
2021-01-29,Alabama,300915.0,659400.0,256601.0,0.9,6.14,44073.0,5.23,13.45,21922.0,14514.0,2960.0,0.456
2021-01-30,Alabama,342436.0,659400.0,288368.0,1.1,6.98,53742.0,5.88,13.45,41521.0,17271.0,3522.0,0.519
2021-01-31,Alabama,353974.0,659400.0,298301.0,1.13,7.22,55331.0,6.08,13.45,11538.0,15748.0,3212.0,0.537
2021-02-01,Alabama,358280.0,659400.0,301628.0,1.15,7.31,56308.0,6.15,13.45,4306.0,15381.0,3137.0,0.543
2021-02-02,Alabama,371882.0,680550.0,312711.0,1.2,7.58,58825.0,6.38,13.88,13602.0,16703.0,3407.0,0.546
2021-02-03,Alabama,388339.0,765150.0,324998.0,1.28,7.92,62990.0,6.63,15.61,16457.0,17414.0,3552.0,0.508
2021-02-04,Alabama,408428.0,799675.0,338845.0,1.41,8.33,69155.0,6.91,16.31,20089.0,18491.0,3771.0,0.511
2021-02-05,Alabama,430597.0,799875.0,353522.0,1.56,8.78,76603.0,7.21,16.31,22169.0,18526.0,3778.0,0.538
2021-02-06,Alabama,455173.0,804100.0,370275.0,1.72,9.28,84278.0,7.55,16.4,24576.0,16105.0,3285.0,0.566
2021-02-07,Alabama,462332.0,804100.0,375567.0,1.76,9.43,86141.0,7.66,16.4,7159.0,15480.0,3157.0,0.575
2021-02-08,Alabama,467636.0,804100.0,378514.0,1.8,9.54,88453.0,7.72,16.4,5304.0,15622.0,3186.0,0.582
2021-02-09,Alabama,490969.0,823600.0,395196.0,1.94,10.01,95033.0,8.06,16.8,23333.0,17012.0,3470.0,0.596
2021-02-10,Alabama,515802.0,861175.0,412462.0,2.09,10.52,102520.0,8.41,17.56,24833.0,18209.0,3714.0,0.599
2021-02-11,Alabama,543237.0,911875.0,431259.0,2.26,11.08,111036.0,8.8,18.6,27435.0,19258.0,3928.0,0.596
2021-02-12,Alabama,571115.0,936200.0,448071.0,2.49,11.65,122019.0,9.14,19.09,27878.0,20074.0,4094.0,0.61
2021-02-13,Alabama,601159.0,963600.0,467032.0,2.71,12.26,133029.0,9.53,19.65,30044.0,20855.0,4253.0,0.624
2021-02-14,Alabama,612254.0,965550.0,474065.0,2.79,12.49,137032.0,9.67,19.69,11095.0,21417.0,4368.0,0.634
2021-02-15,Alabama,,,,,,,,,12214.0,22405.0,4569.0,
2021-02-16,Alabama,636682.0,1015775.0,486206.0,3.04,12.99,149288.0,9.92,20.72,12214.0,20816.0,4245.0,0.627
2021-02-17,Alabama,650020.0,1032175.0,494424.0,3.15,13.26,154341.0,10.08,21.05,13338.0,19174.0,3911.0,0.63
2021-02-18,Alabama,672038.0,1032175.0,505660.0,3.37,13.71,165104.0,10.31,21.05,22018.0,18400.0,3753.0,0.651
2021-02-19,Alabama,739132.0,1077600.0,545431.0,3.92,15.07,192304.0,11.12,21.98,67094.0,24002.0,4895.0,0.686
2021-02-20,Alabama,776936.0,1078800.0,560968.0,4.37,15.85,214512.0,11.44,22.0,37804.0,25111.0,5121.0,0.72
2021-02-21,Alabama,788613.0,1082100.0,567505.0,4.48,16.08,219639.0,11.57,22.07,11677.0,25194.0,5138.0,0.729
2021-02-22,Alabama,793614.0,1082100.0,583741.0,4.65,16.19,228101.0,11.91,22.07,5001.0,24164.0,4928.0,0.733
2021-02-23,Alabama,815108.0,1084440.0,593936.0,4.88,16.62,239425.0,12.11,22.12,21494.0,25489.0,5198.0,0.752
2021-02-24,Alabama,839703.0,1138650.0,604602.0,5.17,17.13,253615.0,12.33,23.22,24595.0,27098.0,5527.0,0.737
2021-02-25,Alabama,864757.0,1170120.0,615100.0,5.48,17.64,268465.0,12.54,23.86,25054.0,27531.0,5615.0,0.739
2021-02-26,Alabama,893859.0,1380380.0,627063.0,5.83,18.23,286095.0,12.79,28.15,29102.0,22104.0,4508.0,0.648
2021-02-27,Alabama,931090.0,1402180.0,643208.0,6.28,18.99,307868.0,13.12,28.6,37231.0,22022.0,4491.0,0.664
2021-02-28,Alabama,942502.0,1402280.0,649745.0,6.39,19.22,313290.0,13.25,28.6,11412.0,21984.0,4484.0,0.672
2021-03-01,Alabama,948393.0,1402280.0,653309.0,6.45,19.34,316073.0,13.32,28.6,5891.0,22111.0,4510.0,0.676
2021-03-02,Alabama,972161.0,1461320.0,663187.0,6.73,19.83,330046.0,13.53,29.8,23768.0,22436.0,4576.0,0.665
2021-03-03,Alabama,1000031.0,1469100.0,674810.0,7.07,20.4,346841.0,13.76,29.96,27870.0,22904.0,4671.0,0.681
2021-03-04,Alabama,1032171.0,1530470.0,688791.0,7.45,21.05,365456.0,14.05,31.21,32140.0,23916.0,4878.0,0.674
2021-03-05,Alabama,1064578.0,1556460.0,704173.0,7.81,21.71,383078.0,14.36,31.74,32407.0,24388.0,4974.0,0.684
2021-03-06,Alabama,1099697.0,1628350.0,721109.0,8.2,22.43,402061.0,14.71,33.21,35119.0,24087.0,4913.0,0.675
2021-03-07,Alabama,1110132.0,1628350.0,727681.0,8.3,22.64,406723.0,14.84,33.21,10435.0,23947.0,4884.0,0.682
2021-03-08,Alabama,1116676.0,1628350.0,732967.0,8.36,22.77,409937.0,14.95,33.21,6544.0,24040.0,4903.0,0.686
2021-03-09,Alabama,1140984.0,1689050.0,747268.0,8.57,23.27,420083.0,15.24,34.45,24308.0,24118.0,4919.0,0.676
2021-03-10,Alabama,1173820.0,1775660.0,768502.0,8.87,23.94,435018.0,15.67,36.21,32836.0,24827.0,5063.0,0.661
2021-03-11,Alabama,1209802.0,1816230.0,790864.0,9.23,24.67,452746.0,16.13,37.04,35982.0,25376.0,5175.0,0.666
2021-03-12,Alabama,1249205.0,1838400.0,816418.0,9.63,25.48,472325.0,16.65,37.49,39403.0,26375.0,5379.0,0.68
2021-03-13,Alabama,1288242.0,1918560.0,841394.0,10.05,26.27,492755.0,17.16,39.13,39037.0,26935.0,5493.0,0.671
2021-03-14,Alabama,1298612.0,1918560.0,849337.0,10.15,26.49,497653.0,17.32,39.13,10370.0,26926.0,5492.0,0.677
2021-03-15,Alabama,1306419.0,1918560.0,854302.0,10.22,26.64,501344.0,17.42,39.13,7807.0,27106.0,5528.0,0.681
2021-03-16,Alabama,1332298.0,2004160.0,871536.0,10.44,27.17,511869.0,17.77,40.87,25879.0,27331.0,5574.0,0.665
2021-03-17,Alabama,1363987.0,2080870.0,893767.0,10.68,27.82,523649.0,18.23,42.44,31689.0,27167.0,5541.0,0.655
2021-03-18,Alabama,1390066.0,2118650.0,912663.0,10.88,28.35,533375.0,18.61,43.21,26079.0,25752.0,5252.0,0.656
2021-03-19,Alabama,1426696.0,2141210.0,937614.0,11.16,29.1,547257.0,19.12,43.67,36630.0,25356.0,5171.0,0.666
2021-03-20,Alabama,1460782.0,2177880.0,960539.0,11.45,29.79,561254.0,19.59,44.42,34086.0,24649.0,5027.0,0.671
2021-03-21,Alabama,1472666.0,2177880.0,968459.0,11.56,30.03,566632.0,19.75,44.42,11884.0,24865.0,5071.0,0.676
2021-03-22,Alabama,1479271.0,2177880.0,972986.0,11.61,30.17,569127.0,19.84,44.42,6605.0,24693.0,5036.0,0.679
2021-03-23,Alabama,1509445.0,2275030.0,994253.0,11.82,30.78,579598.0,20.28,46.4,30174.0,25307.0,5161.0,0.663
2021-03-24,Alabama,1542416.0,2403720.0,1019858.0,12.03,31.46,589979.0,20.8,49.02,32971.0,25490.0,5199.0,0.642
2021-03-25,Alabama,1579091.0,2459980.0,1048838.0,12.25,32.21,600666.0,21.39,50.17,36675.0,27004.0,5507.0,0.642
2021-03-26,Alabama,1611404.0,2497410.0,1072623.0,12.48,32.86,611694.0,21.88,50.93,32313.0,26387.0,5382.0,0.645
2021-03-27,Alabama,1645858.0,2535880.0,1098597.0,12.71,33.57,623385.0,22.41,51.72,34454.0,26439.0,5392.0,0.649
2021-03-28,Alabama,1659102.0,2537050.0,1108253.0,12.82,33.84,628500.0,22.6,51.74,13244.0,26634.0,5432.0,0.654
2021-03-29,Alabama,1666585.0,2537050.0,1113924.0,12.88,33.99,631388.0,22.72,51.74,7483.0,26759.0,5457.0,0.657
2021-03-30,Alabama,1697641.0,2722700.0,1134739.0,13.12,34.62,643450.0,23.14,55.53,31056.0,26885.0,5483.0,0.624
2021-03-31,Alabama,1728736.0,2796630.0,1155139.0,13.4,35.26,656899.0,23.56,57.04,31095.0,26617.0,5429.0,0.618
2021-04-01,Alabama,1771979.0,2839540.0,1184284.0,13.74,36.14,673773.0,24.15,57.91,43243.0,27555.0,5620.0,0.624
2021-04-02,Alabama,1813462.0,2872410.0,1211424.0,14.09,36.99,691082.0,24.71,58.58,41483.0,28865.0,5887.0,0.631
2021-04-03,Alabama,1847243.0,2891780.0,1234131.0,14.38,37.67,705197.0,25.17,58.98,33781.0,28769.0,5867.0,0.639
2021-04-04,Alabama,1858833.0,2892950.0,1242706.0,14.48,37.91,709849.0,25.34,59.0,11590.0,28533.0,5819.0,0.643
2021-04-05,Alabama,1864857.0,2892950.0,1248029.0,14.51,38.03,711596.0,25.45,59.0,6024.0,28325.0,5777.0,0.645
2021-04-06,Alabama,1896920.0,3106870.0,1267859.0,14.79,38.69,725270.0,25.86,63.36,32063.0,28468.0,5806.0,0.611
2021-04-07,Alabama,1935221.0,3149910.0,1291487.0,15.19,39.47,744961.0,26.34,64.24,38301.0,29498.0,6016.0,0.614
2021-04-08,Alabama,1976344.0,3170520.0,1317995.0,15.59,40.31,764450.0,26.88,64.66,41123.0,29195.0,5954.0,0.623
2021-04-09,Alabama,2021334.0,3248260.0,1344658.0,16.08,41.22,788325.0,27.42,66.25,44990.0,29696.0,6056.0,0.622
2021-04-10,Alabama,2065327.0,3278980.0,1371201.0,16.55,42.12,811323.0,27.97,66.87,43993.0,31155.0,6354.0,0.63
2021-04-11,Alabama,2082605.0,3278980.0,1382951.0,16.71,42.47,819550.0,28.21,66.87,17278.0,31967.0,6520.0,0.635
2021-04-12,Alabama,2092489.0,3278980.0,1389598.0,16.81,42.68,824052.0,28.34,66.87,9884.0,32519.0,6632.0,0.638
2021-04-13,Alabama,2127317.0,3358930.0,1407463.0,17.22,43.39,844353.0,28.71,68.51,34828.0,32914.0,6713.0,0.633
2021-04-14,Alabama,2168891.0,3493380.0,1426530.0,17.71,44.23,868550.0,29.09,71.25,41574.0,33381.0,6808.0,0.621
2021-04-15,Alabama,2207392.0,3516420.0,1442051.0,18.21,45.02,893002.0,29.41,71.72,38501.0,33007.0,6732.0,0.628
2021-04-16,Alabama,2245574.0,3531670.0,1459377.0,18.67,45.8,915654.0,29.76,72.03,38182.0,32034.0,6533.0,0.636
2021-04-17,Alabama,2280686.0,3664640.0,1476162.0,19.08,46.51,935377.0,30.11,74.74,35112.0,30766.0,6275.0,0.622
2021-04-18,Alabama,2292276.0,3664740.0,1481314.0,19.24,46.75,943129.0,30.21,74.74,11590.0,29953.0,6109.0,0.625
2021-04-19,Alabama,2297563.0,3664740.0,1483779.0,19.3,46.86,946333.0,30.26,74.74,5287.0,29296.0,5975.0,0.627
2021-04-20,Alabama,2327764.0,3761730.0,1494421.0,19.71,47.47,966251.0,30.48,76.72,30201.0,28635.0,5840.0,0.619
2021-04-21,Alabama,2360527.0,3796070.0,1507116.0,20.14,48.14,987379.0,30.74,77.42,32763.0,27377.0,5584.0,0.622
2021-04-22,Alabama,2394304.0,3825010.0,1518928.0,20.61,48.83,1010415.0,30.98,78.01,33777.0,26702.0,5446.0,0.626
2021-04-23,Alabama,2429629.0,3898820.0,1531741.0,21.09,49.55,1033996.0,31.24,79.52,35325.0,26294.0,5363.0,0.623
2021-04-24,Alabama,2461510.0,3960530.0,1543544.0,21.51,50.2,1054863.0,31.48,80.77,31881.0,25832.0,5268.0,0.622
2021-04-25,Alabama,2471409.0,3960530.0,1546659.0,21.67,50.4,1062524.0,31.54,80.77,9899.0,25590.0,5219.0,0.624
2021-04-26,Alabama,2478227.0,3960530.0,1549782.0,21.75,50.54,1066659.0,31.61,80.77,6818.0,25809.0,5264.0,0.626
2021-04-27,Alabama,2499694.0,4009430.0,1558652.0,22.02,50.98,1079815.0,31.79,81.77,21467.0,24561.0,5009.0,0.623
2021-04-28,Alabama,2527815.0,4033570.0,1568315.0,22.41,51.55,1098820.0,31.99,82.26,28121.0,23898.0,4874.0,0.627
2021-04-29,Alabama,2559938.0,4042070.0,1579093.0,22.87,52.21,1121348.0,32.21,82.44,32123.0,23662.0,4826.0,0.633
2021-04-30,Alabama,2591163.0,4088030.0,1589518.0,23.32,52.85,1143488.0,32.42,83.37,31225.0,23076.0,4706.0,0.634
2021-05-01,Alabama,2617405.0,4130550.0,1599130.0,23.69,53.38,1161725.0,32.61,84.24,26242.0,22271.0,4542.0,0.634
2021-05-02,Alabama,2622717.0,4130550.0,1601433.0,23.77,53.49,1165479.0,32.66,84.24,5312.0,21615.0,4408.0,0.635
2021-05-03,Alabama,2627322.0,4130550.0,1603454.0,23.83,53.58,1168235.0,32.7,84.24,4605.0,21299.0,4344.0,0.636
2021-05-04,Alabama,2644674.0,4145390.0,1609919.0,24.06,53.94,1179793.0,32.83,84.54,17352.0,20711.0,4224.0,0.638
2021-05-05,Alabama,2670926.0,4187860.0,1618791.0,24.45,54.47,1199064.0,33.02,85.41,26252.0,20444.0,4170.0,0.638
2021-05-06,Alabama,2673181.0,4225140.0,1619783.0,24.5,54.52,1201303.0,33.04,86.17,2255.0,16178.0,3299.0,0.633
2021-05-07,Alabama,2726356.0,4241420.0,1636710.0,25.3,55.6,1240335.0,33.38,86.5,53175.0,19313.0,3939.0,0.643
2021-05-08,Alabama,2758021.0,4277330.0,1649688.0,25.78,56.25,1263965.0,33.65,87.24,31665.0,20088.0,4097.0,0.645
2021-05-09,Alabama,2768204.0,4277330.0,1654267.0,25.92,56.46,1270858.0,33.74,87.24,10183.0,20784.0,4239.0,0.647
2021-01-12,Alaska,35838.0,141600.0,22486.0,0.74,4.9,5400.0,3.07,19.36,,,,0.253
2021-01-13,Alaska,38680.0,149475.0,24541.0,0.84,5.29,6166.0,3.35,20.43,2842.0,2842.0,3885.0,0.259
2021-01-14,Alaska,42596.0,150450.0,35508.0,,5.82,,4.85,20.57,3916.0,3379.0,4619.0,0.283
2021-01-15,Alaska,49039.0,150450.0,39546.0,1.29,6.7,9406.0,5.41,20.57,6443.0,4400.0,6015.0,0.326
2021-01-16,Alaska,,,,,,,,,4323.0,4381.0,5989.0,
2021-01-17,Alaska,,,,,,,,,4323.0,4369.0,5972.0,
2021-01-18,Alaska,,,,,,,,,4323.0,4362.0,5963.0,
2021-01-19,Alaska,66331.0,150450.0,55434.0,1.48,9.07,10802.0,7.58,20.57,4323.0,4356.0,5955.0,0.441
2021-01-20,Alaska,68293.0,150350.0,56911.0,1.54,9.34,11283.0,7.78,20.55,1962.0,4230.0,5782.0,0.454
2021-01-21,Alaska,71907.0,154325.0,59449.0,1.69,9.83,12352.0,8.13,21.1,3614.0,4187.0,5724.0,0.466
2021-01-22,Alaska,81096.0,155500.0,67262.0,1.88,11.09,13718.0,9.19,21.26,9189.0,4580.0,6261.0,0.522
2021-01-23,Alaska,88344.0,155700.0,73014.0,2.08,12.08,15206.0,9.98,21.28,7248.0,4997.0,6831.0,0.567
2021-01-24,Alaska,94257.0,155700.0,77925.0,2.21,12.88,16201.0,10.65,21.28,5913.0,5225.0,7142.0,0.605
2021-01-25,Alaska,97031.0,155700.0,80226.0,2.28,13.26,16673.0,10.97,21.28,2774.0,5003.0,6839.0,0.623
2021-01-26,Alaska,98149.0,162925.0,81200.0,2.3,13.42,16815.0,11.1,22.27,1118.0,4545.0,6213.0,0.602
2021-01-27,Alaska,101597.0,170575.0,83363.0,2.47,13.89,18097.0,11.4,23.32,3448.0,4758.0,6504.0,0.596
2021-01-28,Alaska,105858.0,178075.0,85672.0,2.74,14.47,20045.0,11.71,24.34,4261.0,4850.0,6630.0,0.594
2021-01-29,Alaska,110396.0,192350.0,88654.0,2.95,15.09,21593.0,12.12,26.29,4538.0,4186.0,5722.0,0.574
2021-01-30,Alaska,115268.0,193150.0,91794.0,3.19,15.76,23320.0,12.55,26.4,4872.0,3846.0,5257.0,0.597
2021-01-31,Alaska,119590.0,193150.0,94889.0,3.36,16.35,24545.0,12.97,26.4,4322.0,3619.0,4947.0,0.619
2021-02-01,Alaska,122020.0,193150.0,96396.0,3.48,16.68,25467.0,13.18,26.4,2430.0,3570.0,4880.0,0.632
2021-02-02,Alaska,123443.0,196975.0,97076.0,3.58,16.87,26207.0,13.27,26.93,1423.0,3613.0,4939.0,0.627
2021-02-03,Alaska,125765.0,229975.0,98076.0,3.76,17.19,27528.0,13.41,31.44,2322.0,3453.0,4720.0,0.547
2021-02-04,Alaska,129936.0,240325.0,99596.0,4.12,17.76,30172.0,13.61,32.85,4171.0,3440.0,4702.0,0.541
2021-02-05,Alaska,134002.0,245700.0,101225.0,4.46,18.32,32593.0,13.84,33.59,4066.0,3372.0,4609.0,0.545
2021-02-06,Alaska,139147.0,248500.0,103163.0,4.89,19.02,35773.0,14.1,33.97,5145.0,3411.0,4663.0,0.56
2021-02-07,Alaska,146082.0,248500.0,106311.0,5.41,19.97,39541.0,14.53,33.97,6935.0,3785.0,5174.0,0.588
2021-02-08,Alaska,150934.0,248500.0,109890.0,5.58,20.63,40812.0,15.02,33.97,4852.0,4131.0,5647.0,0.607
2021-02-09,Alaska,152874.0,256900.0,110936.0,5.7,20.9,41698.0,15.16,35.12,1940.0,4204.0,5747.0,0.595
2021-02-10,Alaska,156255.0,260300.0,112448.0,5.95,21.36,43552.0,15.37,35.58,3381.0,4356.0,5955.0,0.6
2021-02-11,Alaska,162273.0,270250.0,116001.0,6.29,22.18,46006.0,15.86,36.94,6018.0,4620.0,6315.0,0.6
2021-02-12,Alaska,167436.0,271350.0,118189.0,6.69,22.89,48969.0,16.16,37.09,5163.0,4776.0,6529.0,0.617
2021-02-13,Alaska,175138.0,271550.0,122463.0,7.16,23.94,52380.0,16.74,37.12,7702.0,5142.0,7029.0,0.645
2021-02-14,Alaska,183831.0,271550.0,126381.0,7.81,25.13,57117.0,17.28,37.12,8693.0,5393.0,7372.0,0.677
2021-02-15,Alaska,,,,,,,,,3588.5,5212.0,7125.0,
2021-02-16,Alaska,191008.0,271550.0,129658.0,8.33,26.11,60964.0,17.72,37.12,3588.5,5448.0,7447.0,0.703
2021-02-17,Alaska,193617.0,271550.0,130751.0,8.54,26.47,62474.0,17.87,37.12,2609.0,5337.0,7296.0,0.713
2021-02-18,Alaska,199151.0,271550.0,133491.0,8.92,27.22,65245.0,18.25,37.12,5534.0,5268.0,7201.0,0.733
2021-02-19,Alaska,216223.0,299935.0,143887.0,9.83,29.56,71892.0,19.67,41.0,17072.0,6970.0,9528.0,0.721
2021-02-20,Alaska,227403.0,299935.0,148299.0,10.75,31.09,78623.0,20.27,41.0,11180.0,7466.0,10206.0,0.758
2021-02-21,Alaska,235141.0,299935.0,152349.0,11.25,32.14,82272.0,20.83,41.0,7738.0,7330.0,10020.0,0.784
2021-02-22,Alaska,238279.0,299935.0,153572.0,11.5,32.57,84131.0,20.99,41.0,3138.0,7266.0,9932.0,0.794
2021-02-23,Alaska,239927.0,304875.0,154618.0,11.58,32.8,84746.0,21.14,41.68,1648.0,6988.0,9552.0,0.787
2021-02-24,Alaska,243650.0,315765.0,156267.0,11.87,33.31,86836.0,21.36,43.16,3723.0,7148.0,9771.0,0.772
2021-02-25,Alaska,249559.0,319265.0,158792.0,12.33,34.11,90214.0,21.71,43.64,5909.0,7201.0,9844.0,0.782
2021-02-26,Alaska,254334.0,332415.0,161595.0,12.61,34.77,92233.0,22.09,45.44,4775.0,5444.0,7442.0,0.765
2021-02-27,Alaska,259538.0,342535.0,163739.0,13.03,35.48,95331.0,22.38,46.82,5204.0,4591.0,6276.0,0.758
2021-02-28,Alaska,264741.0,342535.0,166735.0,13.34,36.19,97554.0,22.79,46.82,5203.0,4229.0,5781.0,0.773
2021-03-01,Alaska,268406.0,342535.0,168069.0,13.66,36.69,99916.0,22.97,46.82,3665.0,4304.0,5883.0,0.784
2021-03-02,Alaska,269941.0,372725.0,168646.0,13.79,36.9,100902.0,23.05,50.95,1535.0,4288.0,5862.0,0.724
2021-03-03,Alaska,273350.0,399225.0,170586.0,14.0,37.37,102382.0,23.32,54.57,3409.0,4243.0,5800.0,0.685
2021-03-04,Alaska,276891.0,409125.0,172414.0,14.23,37.85,104129.0,23.57,55.93,3541.0,3905.0,5338.0,0.677
2021-03-05,Alaska,281467.0,421375.0,174588.0,14.57,38.48,106558.0,23.87,57.6,4576.0,3876.0,5298.0,0.668
2021-03-06,Alaska,288625.0,426715.0,178237.0,15.04,39.45,110053.0,24.36,58.33,7158.0,4155.0,5680.0,0.676
2021-03-07,Alaska,295046.0,426715.0,180948.0,15.55,40.33,113787.0,24.74,58.33,6421.0,4329.0,5918.0,0.691
2021-03-08,Alaska,298144.0,426715.0,182230.0,15.81,40.76,115635.0,24.91,58.33,3098.0,4248.0,5807.0,0.699
2021-03-09,Alaska,302687.0,430685.0,184906.0,16.04,41.38,117345.0,25.28,58.87,4543.0,4678.0,6395.0,0.703
2021-03-10,Alaska,307769.0,445125.0,188281.0,16.28,42.07,119073.0,25.74,60.85,5082.0,4917.0,6721.0,0.691
2021-03-11,Alaska,313365.0,462875.0,190712.0,16.7,42.84,122197.0,26.07,63.27,5596.0,5211.0,7123.0,0.677
2021-03-12,Alaska,318526.0,470325.0,193951.0,16.97,43.54,124170.0,26.51,64.29,5161.0,5294.0,7237.0,0.677
2021-03-13,Alaska,324271.0,472395.0,197436.0,17.31,44.33,126647.0,26.99,64.57,5745.0,5092.0,6961.0,0.686
2021-03-14,Alaska,333357.0,472395.0,202410.0,17.89,45.57,130857.0,27.67,64.57,9086.0,5473.0,7481.0,0.706
2021-03-15,Alaska,337141.0,472395.0,205256.0,18.12,46.09,132532.0,28.06,64.57,3784.0,5571.0,7615.0,0.714
2021-03-16,Alaska,339647.0,484795.0,206403.0,18.3,46.43,133907.0,28.21,66.27,2506.0,5280.0,7218.0,0.701
2021-03-17,Alaska,345987.0,499625.0,210932.0,18.56,47.3,135810.0,28.83,68.3,6340.0,5460.0,7464.0,0.692
2021-03-18,Alaska,351093.0,509025.0,213432.0,18.93,47.99,138464.0,29.18,69.58,5106.0,5390.0,7368.0,0.69
2021-03-19,Alaska,356055.0,514835.0,216781.0,19.16,48.67,140169.0,29.63,70.38,4962.0,5361.0,7328.0,0.692
2021-03-20,Alaska,362698.0,520685.0,221157.0,19.6,49.58,143349.0,30.23,71.18,6643.0,5490.0,7505.0,0.697
2021-03-21,Alaska,372435.0,520685.0,228333.0,19.95,50.91,145975.0,31.21,71.18,9737.0,5583.0,7632.0,0.715
2021-03-22,Alaska,375590.0,520685.0,230614.0,20.08,51.34,146903.0,31.52,71.18,3155.0,5493.0,7509.0,0.721
2021-03-23,Alaska,376555.0,529765.0,231342.0,20.12,51.47,147214.0,31.62,72.42,965.0,5273.0,7208.0,0.711
2021-03-24,Alaska,379296.0,540815.0,233037.0,20.33,51.85,148725.0,31.86,73.93,2741.0,4758.0,6504.0,0.701
2021-03-25,Alaska,384503.0,549315.0,236062.0,20.64,52.56,150980.0,32.27,75.09,5207.0,4773.0,6525.0,0.7
2021-03-26,Alaska,389775.0,568125.0,239599.0,21.01,53.28,153706.0,32.75,77.66,5272.0,4817.0,6585.0,0.686
2021-03-27,Alaska,395650.0,570465.0,242733.0,21.42,54.08,156698.0,33.18,77.98,5875.0,4707.0,6434.0,0.694
2021-03-28,Alaska,401502.0,570465.0,245355.0,21.9,54.88,160197.0,33.54,77.98,5852.0,4152.0,5676.0,0.704
2021-03-29,Alaska,403284.0,570465.0,246515.0,22.0,55.13,160932.0,33.7,77.98,1782.0,3956.0,5408.0,0.707
2021-03-30,Alaska,404339.0,572905.0,247097.0,22.08,55.27,161504.0,33.78,78.31,1055.0,3969.0,5426.0,0.706
2021-03-31,Alaska,407233.0,601225.0,248711.0,22.3,55.67,163100.0,34.0,82.19,2894.0,3991.0,5456.0,0.677
2021-04-01,Alaska,411529.0,615825.0,250378.0,22.6,56.25,165325.0,34.23,84.18,4296.0,3861.0,5278.0,0.668
2021-04-02,Alaska,415690.0,629315.0,252586.0,22.91,56.82,167561.0,34.53,86.03,4161.0,3702.0,5061.0,0.661
2021-04-03,Alaska,420238.0,636665.0,254263.0,23.34,57.45,170747.0,34.76,87.03,4548.0,3513.0,4802.0,0.66
2021-04-04,Alaska,428556.0,636665.0,257375.0,24.17,58.58,176825.0,35.18,87.03,8318.0,3865.0,5283.0,0.673
2021-04-05,Alaska,431436.0,636665.0,258376.0,24.45,58.98,178886.0,35.32,87.03,2880.0,4022.0,5498.0,0.678
2021-04-06,Alaska,432690.0,658125.0,258884.0,24.52,59.15,179359.0,35.39,89.96,1254.0,4050.0,5536.0,0.657
2021-04-07,Alaska,436681.0,684095.0,260622.0,24.87,59.69,181924.0,35.63,93.51,3991.0,4207.0,5751.0,0.638
2021-04-08,Alaska,443287.0,692995.0,263119.0,25.51,60.6,186597.0,35.97,94.73,6606.0,4537.0,6202.0,0.64
2021-04-09,Alaska,448337.0,703015.0,265468.0,25.97,61.29,189958.0,36.29,96.1,5050.0,4664.0,6376.0,0.638
2021-04-10,Alaska,455719.0,706185.0,268587.0,26.63,62.3,194814.0,36.72,96.53,7382.0,5069.0,6929.0,0.645
2021-04-11,Alaska,461286.0,706185.0,270838.0,27.17,63.06,198792.0,37.02,96.53,5567.0,4676.0,6392.0,0.653
